ident,type,name,iata_code
KMKC,medium_airport,Charles B. Wheeler Downtown Airport,MKC
KMKE,large_airport,General Mitchell International Airport,MKE
KMKG,medium_airport,Muskegon County Airport,MKG
KMKJ,small_airport,Mountain Empire Airport,
KMKL,medium_airport,McKellar-Sipes Regional Airport,MKL
KMKN,small_airport,Comanche County City Airport,
KMKO,small_airport,Muskogee-Davis Regional Airport,
KMKS,small_airport,Berkeley County Airport,
KMKT,small_airport,Mankato Regional Airport,
KMKV,small_airport,Marksville Municipal Airport,
KMKY,small_airport,Marco Island Executive Airport,MRK
KMLB,medium_airport,Melbourne Orlando International Airport,MLB
KMLC,medium_airport,Mc Alester Regional Airport,MLC
KMLD,small_airport,Malad City Airport,
KMLE,small_airport,Millard Airport,MIQ
KMLF,small_airport,Milford Municipal-Ben and Judy Briscoe Field,
KMLI,medium_airport,Quad City International Airport,MLI
KMLJ,small_airport,Baldwin County Regional Airport,
KMLS,medium_airport,Miles City Airport - Frank Wiley Field,MLS
KMLT,small_airport,Millinocket Municipal Airport,
KMLU,medium_airport,Monroe Regional Airport,MLU
KMM,small_airport,Kimaam Airport,KMM
KMMH,small_airport,Mammoth Yosemite Airport,MMH
KMMI,small_airport,McMinn County Airport,MMI
KMMK,small_airport,Meriden Markham Municipal Airport,
KMML,small_airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,MML
KMMS,small_airport,Selfs Airport,MMS
KMMT,medium_airport,Mc Entire Joint National Guard Base,MMT
KMMU,medium_airport,Morristown Municipal Airport,MMU
KMMV,medium_airport,Mc Minnville Municipal Airport,
KMNF,small_airport,Mountain View Airport,
KMNI,small_airport,Santee Cooper Regional Airport,
KMNM,small_airport,Menominee–Marinette Twin County Airport,MNM
KMNN,small_airport,Marion Municipal Airport,MNN
KMNV,small_airport,Monroe County Airport,
KMNZ,small_airport,Hamilton Municipal Airport,
KMO1,small_airport,Richland Municipal Airport,
KMO3,small_airport,Stockton Municipal Airport,
KMO6,small_airport,Washington Regional Airport,
KMO8,small_airport,North Central Missouri Regional Airport,
KMOB,medium_airport,Mobile Regional Airport,MOB
KMOD,medium_airport,Modesto City Co-Harry Sham Field,MOD
KMOP,small_airport,Mount Pleasant Municipal Airport,
KMOR,small_airport,Morristown Regional Airport,
KMOT,medium_airport,Minot International Airport,MOT
KMOX,small_airport,Morris Municipal Airport Charlie Schmidt Field,
KMPE,small_airport,Philadelphia Municipal Airport,
KMPG,small_airport,Marshall County Airport,
KMPI,small_airport,Mariposa Yosemite Airport,RMY
KMPJ,small_airport,Petit Jean Park Airport,MPJ
KMPO,small_airport,Pocono Mountains Municipal Airport,MPO
KMPR,small_airport,Mc Pherson Airport,
KMPV,medium_airport,Edward F Knapp State Airport,MPV
KMPZ,small_airport,Mount Pleasant Municipal Airport,MPZ
KMQB,small_airport,Macomb Municipal Airport,MQB
KMQI,small_airport,Dare County Regional Airport,MEO
KMQJ,small_airport,Indianapolis Regional Airport,
KMQS,small_airport,Chester County G O Carlson Airport,CTH
KMQW,small_airport,Telfair Wheeler Airport,
KMQY,medium_airport,Smyrna Airport,MQY
KMRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,MRB
KMRC,small_airport,Maury County Airport,MRC
KMRF,small_airport,Marfa Municipal Airport,MRF
KMRH,small_airport,Michael J. Smith Field,
KMRJ,small_airport,Iowa County Airport,
KMRN,small_airport,Foothills Regional Airport,MRN
KMRT,small_airport,Union County Airport,
KMRY,medium_airport,Monterey Peninsula Airport,MRY
KMSL,medium_airport,Northwest Alabama Regional Airport,MSL
KMSN,medium_airport,Dane County Regional Truax Field,MSN
KMSO,medium_airport,Missoula International Airport,MSO
KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MSP
KMSS,medium_airport,Massena International Airport Richards Field,MSS
KMSV,small_airport,Sullivan County International Airport,MSV
KMSY,large_airport,Louis Armstrong New Orleans International Airport,MSY
KMTC,medium_airport,Selfridge Air National Guard Base Airport,MTC
KMTH,medium_airport,The Florida Keys Marathon Airport,MTH
KMTJ,medium_airport,Montrose Regional Airport,MTJ
KMTN,medium_airport,Martin State Airport,MTN
KMTO,small_airport,Coles County Memorial Airport,MTO
KMTP,small_airport,Montauk Airport,MTP
KMTV,small_airport,Blue Ridge Airport,
KMTW,small_airport,Manitowoc County Airport,MTW
KMUI,medium_airport,Muir Army Air Field (Fort Indiantown Gap) Airport,MUI
KMUL,small_airport,Spence Airport,
KMUO,medium_airport,Mountain Home Air Force Base,MUO
KMUT,small_airport,Muscatine Municipal Airport,MUT
KMVC,small_airport,Monroe County Aeroplex Airport,MVC
KMVE,small_airport,Montevideo Chippewa County Airport,MVE
KMVI,small_airport,Monte Vista Municipal Airport,
KMVL,small_airport,Morrisville-Stowe State Airport,MVL
KMVM,small_airport,Machias Valley Airport,
KMVN,small_airport,Mount Vernon Outland Airport,
KMVY,small_airport,Martha's Vineyard Airport,MVY
KMWA,small_airport,Veterans Airport of Southern Illinois,MWA
KMWC,small_airport,Lawrence J Timmerman Airport,MWC
KMWH,medium_airport,Grant County International Airport,MWH
KMWK,small_airport,Mount Airy Surry County Airport,
KMWL,small_airport,Mineral Wells Regional Airport,MWL
KMWM,small_airport,Windom Municipal Airport,
KMWO,small_airport,Middletown Regional Airport,MWO
KMXA,small_airport,Manila Municipal Airport,MXA
KMXF,medium_airport,Maxwell Air Force Base,MXF
KMXO,small_airport,Monticello Regional Airport,
KMYF,small_airport,Montgomery-Gibbs Executive Airport,MYF
KMYJ,small_airport,Mexico Memorial Airport,
KMYL,medium_airport,McCall Municipal Airport,MYL
KMYR,medium_airport,Myrtle Beach International Airport,MYR
KMYV,medium_airport,Yuba County Airport,MYV
KMYZ,small_airport,Marysville Municipal Airport,
KMZH,small_airport,Moose Lake Carlton County Airport,
KMZJ,small_airport,Pinal Airpark,MZJ
KMZZ,small_airport,Marion Municipal Airport,MZZ
KN03,small_airport,Cortland County Chase Field,CTX
KN06,small_airport,Laurel Airport,
KN12,small_airport,Lakewood Airport,
KN13,small_airport,Bloomsburg Municipal Airport,
KN14,small_airport,Flying W Airport,
KN19,small_airport,Aztec Municipal Airport,
KN23,small_airport,Sidney Municipal Airport,SXY
KN24,small_airport,Questa Municipal Nr 2 Airport,
KN27,small_airport,Bradford County Airport,
KN35,small_airport,Punxsutawney Municipal Airport,
KN37,small_airport,Monticello Airport,
KN38,small_airport,Wellsboro Johnston Airport,
KN40,small_airport,Sky Manor Airport,
KN47,small_airport,Pottstown Municipal Airport,
KN51,small_airport,Solberg/Hunterdon Airport,
KN52,small_airport,Jaars Townsend Airport,
KN57,small_airport,New Garden Airport,
KN58,small_airport,Tiger Field,
KN59,small_airport,Rosaschi Air Park,
KN66,small_airport,Albert S Nader Regional Airport,
KN68,small_airport,Franklin County Regional Airport,
KN69,small_airport,Stormville Airport,
KN71,small_airport,Donegal Springs Airpark,
KN73,small_airport,Red Lion Airport,
KN79,small_airport,Northumberland County Airport,
KN81,small_airport,Hammonton Municipal Airport,
KN82,small_airport,Wurtsboro-Sullivan County Airport,
KN87,small_airport,Trenton Robbinsville Airport,
KN89,small_airport,Joseph Y Resnick Airport,
KN94,small_airport,Carlisle Airport,
KN96,small_airport,Bellefonte Airport,
KN98,small_airport,Boyne City Municipal Airport,
KNBC,medium_airport,Beaufort MCAS - Merritt Field,
KNBG,medium_airport,New Orleans NAS JRB/Alvin Callender Field,NBG
KNBJ,small_airport,Naval Outlying Field Barin,NHX
KNCA,medium_airport,MCAS New River / McCutcheon Field,
KNDY,small_airport,Dahlgren Naval Surface Warfare Center Airport,DGN
KNDZ,medium_airport,Whiting Field Naval Air Station South Airport,
KNEL,medium_airport,Lakehurst Maxfield Field Airport,NEL
KNEN,small_airport,Whitehouse Naval Outlying Field,NEN
KNEW,medium_airport,Lakefront Airport,NEW
KNFD,small_airport,Summerdale Naval Outlying Field,
KNFE,small_airport,Fentress Naval Auxiliary Landing Field,
KNFG,medium_airport,Camp Pendleton MCAS (Munn Field) Airport,
KNFJ,small_airport,Choctaw Nolf Airport,
KNFL,medium_airport,Fallon Naval Air Station,NFL
KNFW,medium_airport,NAS Fort Worth JRB / Carswell Field,FWH
KNGP,medium_airport,Naval Air Station Corpus Christi Truax Field,
KNGS,small_airport,Santa Rosa Naval Outlying Field Airport,
KNGU,medium_airport,Norfolk Naval Station (Chambers Field),NGU
KNGW,small_airport,Cabaniss Field Naval Outlying Landing Field,
KNHK,medium_airport,Patuxent River Naval Air Station (Trapnell Field),NHK
KNHZ,medium_airport,Brunswick Executive Airport,NHZ
KNID,medium_airport,China Lake Naws (Armitage Field) Airport,
KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),NIP
KNJK,medium_airport,El Centro NAF Airport (Vraciu Field),NJK
KNJM,small_airport,Bogue Field Mcalf Airport,
KNJW,small_airport,Joe Williams Naval Outlying Field,
KNKT,medium_airport,Cherry Point MCAS /Cunningham Field/,
KNKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,NKX
KNLC,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,NLC
KNMM,medium_airport,Naval Air Station Meridian / McCain Field,
KNOG,small_airport,Orange Grove Naval Auxiliary Landing Field,
KNOW,small_airport,Port Angeles Cgas Airport,
KNPA,medium_airport,Naval Air Station Pensacola Forrest Sherman Field,NPA
KNQA,medium_airport,Millington-Memphis Airport,NQA
KNQB,small_airport,Silverhill Naval Outlying Landing Field,
KNQI,medium_airport,Kingsville Naval Air Station,NQI
KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,NQX
KNRA,small_airport,Coupeville Nolf Airport,
KNRB,medium_airport,Naval Station Mayport / Admiral David L McDonald Field,NRB
KNRN,small_airport,Norton Municipal Airport,
KNRQ,small_airport,Spencer Nolf Airport,
KNRS,small_airport,Naval Outlying Field Imperial Beach (Ream Field),NRS
KNSE,medium_airport,Whiting Field Naval Air Station - North,NSE
KNSI,small_airport,San Nicolas Island Nolf Airport,
KNTD,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),NTD
KNTU,medium_airport,Oceana Naval Air Station,NTU
KNUC,small_airport,San Clemente Island Naval Auxiliary Landing Field,
KNUI,small_airport,Naval Outlying Landing Field Webster,
KNUQ,medium_airport,Moffett Federal Airfield,NUQ
KNUW,medium_airport,Whidbey Island Naval Air Station (Ault Field),NUW
KNVD,small_airport,Nevada Municipal Airport,
KNWL,small_airport,Waldron Field Naval Outlying Landing Field,
KNXP,medium_airport,Twentynine Palms Strategic Expeditionary Landing Field,
KNY0,small_airport,Fulton County Airport,
KNY2,small_airport,Camillus Airport,
KNYG,medium_airport,Quantico Marine Corps Airfield / Turner Field,
KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,YUM
KNZY,medium_airport,North Island Naval Air Station-Halsey Field,NZY
KO02,small_airport,Nervino Airport,NVN
KO05,small_airport,Rogers Field,
KO08,small_airport,Colusa County Airport,
KO09,small_airport,Round Valley Airport,
KO11,small_airport,Stilwell / Cherokee Nation Airport,
KO15,small_airport,Turlock Municipal Airport,
KO16,small_airport,Garberville Airport,
KO20,small_airport,Kingdon Airpark,
KO22,small_airport,Columbia Airport,COA
KO24,small_airport,Lee Vining Airport,
KO26,small_airport,Lone Pine/Death Valley Airport,
KO27,small_airport,Oakdale Airport,ODC
KO28,small_airport,Ells Field Willits Municipal Airport,
KO32,small_airport,Reedley Municipal Airport,
KO35,small_airport,Hollis Municipal Airport,
KO37,small_airport,Haigh Field,
KO41,small_airport,Watts Woodland Airport,
KO42,small_airport,Woodlake Airport,
KO43,small_airport,Yerington Municipal Airport,EYR
KO46,small_airport,Weed Airport,
KO47,small_airport,Prague Municipal Airport,
KO52,small_airport,Sutter County Airport,
KO53,small_airport,Medford Municipal Airport,
KO54,small_airport,Lonnie Pool Field Weaverville Airport,
KO57,small_airport,Bryant Field,
KO59,small_airport,Cedarville Airport,
KO60,small_airport,Cloverdale Municipal Airport,
KO61,small_airport,Cameron Park Airport,
KO65,small_airport,Christman Airfield,
KO69,small_airport,Petaluma Municipal Airport,
KO70,small_airport,Westover Field Amador County Airport,
KO79,small_airport,Sierraville Dearwater Airport,
KO81,small_airport,Tulelake Municipal Airport,
KO86,small_airport,Trinity Center Airport,
KO88,small_airport,Rio Vista Municipal Airport,
KO89,small_airport,Fall River Mills Airport,
KOAJ,medium_airport,Albert J Ellis Airport,OAJ
KOAK,large_airport,Metropolitan Oakland International Airport,OAK
KOAR,small_airport,Marina Municipal Airport,OAR
KOBE,small_airport,Okeechobee County Airport,OBE
KOBI,small_airport,Woodbine Municipal Airport,
KOCF,small_airport,Ocala International Airport - Jim Taylor Field,OCF
KOCH,small_airport,A L Mangham Jr. Regional Airport,OCH
KOCQ,small_airport,J. Douglas Bake Memorial Airport,
KOCW,small_airport,Warren Field,OCW
KODO,small_airport,Odessa Schlemeyer Field,
KODX,small_airport,Evelyn Sharp Field,
KOEA,small_airport,O'Neal Airport,OEA
KOEB,small_airport,Branch County Memorial Airport,
KOEL,small_airport,Oakley Municipal Airport,
KOEO,small_airport,L O Simenstad Municipal Airport,OEO
KOFK,medium_airport,Karl Stefan Memorial Airport,OFK
KOFP,small_airport,Hanover County Municipal Airport,
KOGA,small_airport,Searle Field,OGA
KOGB,medium_airport,Orangeburg Municipal Airport,OGB
KOGD,medium_airport,Ogden Hinckley Airport,OGD
KOGM,small_airport,Ontonagon County Schuster Field,
KOGS,medium_airport,Ogdensburg International Airport,OGS
KOIC,small_airport,Lt Warren Eaton Airport,OIC
KOIN,small_airport,Oberlin Municipal Airport,
KOJA,small_airport,Thomas P Stafford Airport,
KOJC,small_airport,Johnson County Executive Airport,OJC
KOKB,small_airport,Oceanside Municipal Airport,OCN
KOKC,medium_airport,Will Rogers World Airport,OKC
KOKH,small_airport,AJ Eisenberg Airport,ODW
KOKK,small_airport,Kokomo Municipal Airport,OKK
KOKM,small_airport,Okmulgee Regional Airport,OKM
KOKS,small_airport,Garden County Airport/King Rhiley Field,OKS
KOKV,small_airport,Winchester Regional Airport,WGO
KOKZ,small_airport,Kaolin Field,
KOLD,small_airport,Dewitt Field - Old Town Municipal Airport,OLD
KOLE,small_airport,Cattaraugus County-Olean Airport,
KOLF,medium_airport,L M Clayton Airport,OLF
KOLG,small_airport,Solon Springs Municipal Airport,
KOLM,medium_airport,Olympia Regional Airport,OLM
KOLS,medium_airport,Nogales International Airport,OLS
KOLU,medium_airport,Columbus Municipal Airport,
KOLV,small_airport,Olive Branch Airport,OLV
KOLY,small_airport,Olney Noble Airport,
KOLZ,small_airport,Oelwein Municipal Airport,
KOM,small_airport,Komo-Manda Airport,KOM
KOMA,large_airport,Eppley Airfield,OMA
KOMH,small_airport,Orange County Airport,
KOMK,small_airport,Omak Airport,OMK
KOMN,small_airport,Ormond Beach Municipal Airport,
KONA,small_airport,Winona Municipal-Max Conrad Field,
KONL,small_airport,The O'Neill Municipal John L Baker Field,ONL
KONM,small_airport,Socorro Municipal Airport,
KONO,medium_airport,Ontario Municipal Airport,ONO
KONP,medium_airport,Newport Municipal Airport,ONP
KONT,large_airport,Ontario International Airport,ONT
KONX,small_airport,Currituck County Regional Airport,
KONY,small_airport,Olney Municipal Airport,
KONZ,small_airport,Grosse Ile Municipal Airport,
KOOA,small_airport,Oskaloosa Municipal Airport,
KOPF,medium_airport,Miami-Opa Locka Executive Airport,OPF
KOPL,small_airport,St Landry Parish Ahart Field,
KOPN,small_airport,Thomaston Upson County Airport,
KOQN,small_airport,Brandywine Regional Airport,
KOQU,medium_airport,Quonset State Airport,NCO
KOQW,small_airport,Maquoketa Municipal Airport,
KOR,small_airport,Kakoro(Koroko) Airstrip,KOR
KORB,small_airport,Orr Regional Airport,
KORD,large_airport,Chicago O'Hare International Airport,ORD
KORE,small_airport,Orange Municipal Airport,
KORF,medium_airport,Norfolk International Airport,ORF
KORG,small_airport,Orange County Airport,
KORH,medium_airport,Worcester Regional Airport,ORH
KORK,small_airport,North Little Rock Municipal Airport,
KORL,small_airport,Orlando Executive Airport,ORL
KORS,small_airport,Orcas Island Airport,ESD
KOSA,small_airport,Mount Pleasant Regional Airport,
KOSC,small_airport,Oscoda Wurtsmith Airport,OSC
KOSH,medium_airport,Wittman Regional Airport,OSH
KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,OSU
KOSX,small_airport,Kosciusko Attala County Airport,
KOTG,small_airport,Worthington Municipal Airport,
KOTH,medium_airport,Southwest Oregon Regional Airport,OTH
KOTM,medium_airport,Ottumwa Regional Airport,OTM
KOUN,small_airport,University of Oklahoma Westheimer Airport,OUN
KOVE,small_airport,Oroville Municipal Airport,OVE
KOVL,small_airport,Olivia Regional Airport,
KOVO,small_airport,North Vernon Airport,
KOVS,small_airport,Boscobel Airport,
KOWA,small_airport,Owatonna Degner Regional Airport,OWA
KOWB,medium_airport,Owensboro Daviess County Airport,OWB
KOWD,medium_airport,Norwood Memorial Airport,OWD
KOWI,small_airport,Ottawa Municipal Airport,
KOWK,small_airport,Central Maine/Norridgewock Airport,OWK
KOWP,small_airport,William R. Pogue Municipal Airport,
KOWX,small_airport,Putnam County Airport,
KOXB,small_airport,Ocean City Municipal Airport,OCE
KOXC,small_airport,Waterbury Oxford Airport,OXC
KOXD,small_airport,Miami University Airport,OXD
KOXI,small_airport,Starke County Airport,
